x,y
2.37,-0.7168010572865429
2.38,-0.7237378787025686
2.39,-0.7306023269338372
2.4,-0.7373937155412454
2.41,-0.7441113653915925
2.42,-0.7507546047254909
2.43,-0.7573227692245438
2.44,-0.7638152020777741
2.45,-0.7702312540473074
2.46,-0.776570283533293
2.47,-0.7828316566380653
2.48,-0.7890147472295311
2.49,-0.7951189370037843
2.5,-0.8011436155469337
2.5100000000000002,-0.8070881803961462
2.52,-0.81295203709989
2.5300000000000002,-0.8187345992773818
2.54,-0.8244352886772223
2.5500000000000003,-0.8300535352352224
2.56,-0.8355887771314077
2.57,-0.8410404608462014
2.58,-0.8464080412157756
2.59,-0.8516909814865655
2.6,-0.8568887533689473
2.61,-0.8620008370900635
2.62,-0.8670267214458024
2.63,-0.8719659038519165
2.64,-0.8768178903942815
2.65,-0.8815821958782859
2.66,-0.886258343877352
2.67,-0.8908458667805764
2.68,-0.8953443058394921
2.69,-0.8997532112139414
2.7,-0.9040721420170612
2.71,-0.9083006663593701
2.72,-0.912438361391958
2.73,-0.9164848133487693
2.74,-0.9204396175879807
2.75,-0.9243023786324636
2.7600000000000002,-0.9280727102093328
2.77,-0.9317502352885721
2.7800000000000002,-0.9353345861207388
2.79,-0.9388254042737362
2.8000000000000003,-0.9422223406686583
2.81,-0.9455250556146959
2.82,-0.948733218843107
2.83,-0.9518465095402424
2.84,-0.9548646163796264
2.85,-0.9577872375530904
2.86,-0.9606140808009522
2.87,-0.9633448634412433
2.88,-0.9659793123979747
2.89,-0.9685171642284466
2.9,-0.9709581651495905
2.91,-0.9733020710633487
2.92,-0.9755486475810826
2.93,-0.9776976700470132
2.94,-0.9797489235606842
2.95,-0.9817022029984541
2.96,-0.9835573130340064
2.97,-0.9853140681578838
2.98,-0.9869722926960376
2.99,-0.988531820827396
3.0,-0.9899924966004454
3.0100000000000002,-0.9913541739488259
3.02,-0.9926167167059371
3.0300000000000002,-0.9937799986185556
3.04,-0.9948439033594595
3.0500000000000003,-0.9958083245390612
3.06,-0.9966731657160466
3.0700000000000003,-0.9974383404070185
3.08,-0.9981037720951457
3.09,-0.9986693942378135
3.1,-0.9991351502732795
3.11,-0.9995009936263278
3.12,-0.9997668877129283
3.13,-0.9999328059438939
3.14,-0.9999987317275395
3.15,-0.999964658471342
3.16,-0.9998305895825983
3.17,-0.9995965384680858
3.18,-0.9992625285327209
3.19,-0.9988285931772186
3.2,-0.9982947757947531
3.21,-0.9976611297666176
3.22,-0.9969277184568869
3.23,-0.9960946152060809
3.24,-0.9951619033238304
3.25,-0.9941296760805463
3.2600000000000002,-0.9929980366980926
3.27,-0.991767098339465
3.2800000000000002,-0.990436984097473
3.29,-0.9890078269824328
3.3000000000000003,-0.9874797699088649
3.31,-0.9858529656812031
3.3200000000000003,-0.9841275769785145
3.33,-0.9823037763382316
3.34,-0.9803817461388988
3.35,-0.9783616785819341
3.36,-0.9762437756724099
3.37,-0.9740282491988521
3.38,-0.9717153207120621
3.39,-0.9693052215029608
3.4,-0.9667981925794611
3.41,-0.9641944846423657
3.42,-0.9614943580602988
3.43,-0.9586980828436685
3.44,-0.9558059386176664
3.45,-0.9528182145943047
3.46,-0.9497352095434962
3.47,-0.9465572317631765
3.48,-0.9432845990484758
3.49,-0.9399176386599379
3.5,-0.9364566872907963
3.5100000000000002,-0.9329020910333035
3.52,-0.9292542053441233
3.5300000000000002,-0.9255133950087844
3.54,-0.9216800341052034
3.5500000000000003,-0.9177545059662758
3.56,-0.9137372031415447
3.5700000000000003,-0.9096285273579443
3.58,-0.9054288894796296
3.59,-0.9011387094668886
3.6,-0.896758416334147
3.61,-0.8922884481070684
3.62,-0.8877292517787501
3.63,-0.8830812832650261
3.64,-0.878345007358874
3.65,-0.8735208976839379
3.66,-0.8686094366471648
3.67,-0.8636111153905661
3.68,-0.8585264337421017
3.69,-0.8533559001656995
3.7,-0.848100031710408
3.71,-0.8427593539586935
3.72,-0.83733440097388
3.73,-0.8318257152467456
3.74,-0.8262338476412722
3.75,-0.8205593573395608
3.7600000000000002,-0.8148028117859123
3.77,-0.8089647866300855
3.7800000000000002,-0.8030458656697306
3.79,-0.7970466407920117
3.8000000000000003,-0.7909677119144165
3.81,-0.7848096869247678
3.8200000000000003,-0.7785731816204322
3.83,-0.7722588196467437
3.84,-0.7658672324346374
3.85,-0.7593990591375079
3.86,-0.7528549465672953
3.87,-0.7462355491298028
3.88,-0.7395415287592585
3.89,-0.7327735548521205
3.9,-0.7259323042001402
3.91,-0.7190184609226811
3.92,-0.7120327163983102
3.93,-0.7049757691956576
3.94,-0.6978483250035638
3.95,-0.6906510965605075
3.96,-0.6833848035833362
3.97,-0.6760501726952917
3.98,-0.6686479373533513
3.99,-0.66117883777488
4.0,-0.6536436208636119
4.01,-0.6460430401349587
4.0200000000000005,-0.6383778556406589
4.03,-0.6306488338927753
4.04,-0.6228567477870415
4.05,-0.6150023765255744
4.0600000000000005,-0.6070865055389545
4.07,-0.599109926407685
4.08,-0.5910734367830314
4.09,-0.5829778403072591
4.1,-0.5748239465332692
4.11,-0.5666125708436437
4.12,-0.55834453436911
4.13,-0.5500206639064251
4.14,-0.5416417918356986
4.15,-0.5332087560371543
4.16,-0.5247223998073464
4.17,-0.5161835717748248
4.18,-0.5075931258152773
4.19,-0.4989519209661403
4.2,-0.4902608213406994
4.21,-0.4815206960416738
4.22,-0.47273241907430985
4.23,-0.4638968692589801
4.24,-0.4550149301433047
4.25,-0.4460874899137928
4.26,-0.43711544130702784
4.2700000000000005,-0.42809968152039307
4.28,-0.41904111212235556
4.29,-0.4099406389623056
4.3,-0.40079917207997545
4.3100000000000005,-0.3916176256144347
4.32,-0.38239691771268025
4.33,-0.3731379704378176
4.34,-0.3638417096768584
4.3500000000000005,-0.3545090650481311
4.36,-0.3451409698083231
4.37,-0.33573836075915076
4.38,-0.3263021781536835
4.39,-0.3168333656023185
4.4,-0.30733286997841935
4.41,-0.29780164132363307
4.42,-0.2882406327528816
4.43,-0.2786508003590546
4.44,-0.26903310311739903
4.45,-0.2593885027896261
4.46,-0.2497179638277306
4.47,-0.24002245327754992
4.48,-0.23030294068205867
4.49,-0.22056039798441854
4.5,-0.2107957994307797
4.51,-0.20101012147286038
4.5200000000000005,-0.19120434267030076
4.53,-0.18137944359281138
4.54,-0.1715364067221118
4.55,-0.1616762163536865
4.5600000000000005,-0.1517998584983547
4.57,-0.14190832078367338
4.58,-0.13200259235517026
4.59,-0.12208366377743342
4.6000000000000005,-0.11215252693505398
4.61,-0.10221017493344206
4.62,-0.09225760199951166
4.63,-0.08229580338226238
4.64,-0.07232577525325448
4.65,-0.06234851460699166
4.66,-0.052365019161225934
4.67,-0.04237628725718146
4.68,-0.03238331775972473
4.69,-0.022387109957477145
4.7,-0.01238866346289056
4.71,-0.0023889781122815386
4.72,0.007610946134147902
4.73,0.01761010929230725
4.74,0.02760751145421152
4.75,0.03760215288797655
4.76,0.047593034137787815
4.7700000000000005,0.05757915612384691
4.78,0.0675595202422752
4.79,0.07753312846497869
4.8,0.0874989834394464
4.8100000000000005,0.09745608858848662
4.82,0.10740344820988024
4.83,0.11734006757595546
4.84,0.12726495303305616
4.8500000000000005,0.13717711210090816
4.86,0.1470755535718631
4.87,0.15695928761002342
4.88,0.1668273258502217
4.89,0.17667868149685725
4.9,0.18651236942257576
4.91,0.19632740626677758
4.92,0.20612281053395834
4.93,0.21589760269185415
4.94,0.2256508052693957
4.95,0.23538144295445118
4.96,0.24508854269136174
4.97,0.25477113377824295
4.98,0.2644282479640558
4.99,0.27405891954542744
5.0,0.28366218546322625
5.01,0.2932370853988631
5.0200000000000005,0.3027826618703244
5.03,0.3122979603279158
5.04,0.3217820292497218
5.05,0.3312339202367537
5.0600000000000005,0.3406526881077901
5.07,0.35003739099389114
5.08,0.3593870904325897
5.09,0.3687008514617332
5.1000000000000005,0.37797774271298107
5.11,0.3872168365049372
5.12,0.39641720893592247
5.13,0.4055779399763607
5.14,0.4146981135607818
5.15,0.4237768176794282
5.16,0.43281314446945207
5.17,0.44180619030570545
5.18,0.45075505589109877
5.19,0.4596588463465318
5.2,0.4685166713003771
5.21,0.47732764497752167
5.22,0.48609088628794017
5.23,0.49480551891480506
5.24,0.5034706714021142
5.25,0.5120854772418407
5.26,0.5206490749605794
5.2700000000000005,0.5291606082056957
5.28,0.5376192258309563
5.29,0.5460240819816483
5.3,0.5543743361791608
5.3100000000000005,0.5626691534050331
5.32,0.5709077041844536
5.33,0.5790891646692105
5.34,0.5872127167200731
5.3500000000000005,0.5952775479886068
5.36,0.6032828519984039
5.37,0.6112278282257352
5.38,0.6191116821795987
5.39,0.6269336254811689
5.4,0.6346928759426347
5.41,0.6423886576454144
5.42,0.6500202010177517
5.43,0.657586742911669
5.44,0.6650875266792828
5.45,0.6725218022484659
5.46,0.6798888261978571
5.47,0.6871878618312006
5.48,0.6944181792510162
5.49,0.701579055431586
5.5,0.70866977429126
5.51,0.715689626764061
5.5200000000000005,0.7226379108705923
5.53,0.729513931788232
5.54,0.7363170019206192
5.55,0.7430464409664099
5.5600000000000005,0.7497015759873078
5.57,0.7562817414753555
5.58,0.7627862794194885
5.59,0.7692145393713326
5.6000000000000005,0.7755658785102502
5.61,0.7818396617076189
5.62,0.7880352615903476
5.63,0.7941520586036113
5.64,0.8001894410728057
5.65,0.8061468052647157
5.66,0.8120235554478855
5.67,0.8178191039521945
5.68,0.823532871227622
5.69,0.8291642859022023
5.7,0.8347127848391598
5.71,0.840177813193225
5.72,0.8455588244661169
5.73,0.8508552805611925
5.74,0.8560666518372553
5.75,0.8611924171615208
5.76,0.8662320639617282
5.7700000000000005,0.8711850882773975
5.78,0.8760509948102237
5.79,0.880829296973609
5.8,0.8855195169413189
5.8100000000000005,0.8901211856952655
5.82,0.8946338430724075
5.83,0.8990570378107678
5.84,0.9033903275945588
5.8500000000000005,0.9076332790984135
5.86,0.9117854680307166
5.87,0.9158464791760352
5.88,0.9198159064366391
5.89,0.92369335287311
5.9,0.9274784307440359
5.91,0.9311707615447831
5.92,0.934769976045349
5.93,0.9382757143272825
5.94,0.9416876258196776
5.95,0.9450053693342275
5.96,0.9482286130993458
5.97,0.951357034793342
5.98,0.954390321576654
5.99,0.9573281701231308
6.0,0.960170286650366
6.01,0.9629163869490754
6.0200000000000005,0.9655661964115179
6.03,0.9681194500589547
6.04,0.9705758925681492
6.05,0.9729352782968974
6.0600000000000005,0.9751973713085929
6.07,0.977361945395819
6.08,0.9794287841029711
6.09,0.9813976807479009
6.1000000000000005,0.9832684384425847
6.11,0.9850408701128117
6.12,0.9867147985168921
6.13,0.9882900562633804
6.140000000000001,0.9897664858278148
6.15,0.991143939568469
6.16,0.9924222797411169
6.17,0.9936013785128064
6.18,0.994681117974643
6.19,0.9956613901535805
6.2,0.9965420970232175
6.21,0.9973231505136012
6.22,0.9980044725200334
6.23,0.9985859949108813
6.24,0.9990676595343903
6.25,0.9994494182244994
6.26,0.9997312328056578
6.2700000000000005,0.9999130750966423
6.28,0.9999949269133752
